id,chapter,question,question_image,choice1,choice1_explanation,choice2,choice2_explanation,choice3,choice3_explanation,choice4,choice4_explanation,choice5,choice5_explanation,choice6,choice6_explanation,choice7,choice7_explanation,choice8,choice8_explanation,answer,explanation
25,修了試験B-1,"　Faster R-CNNは、領域提案ネットワーク（RPN）と詳細な物体認識を行うFast R-CNNで構成される。RPNは入力特徴マップから物体の候補領域とその物体らしさを出力し、Fast R-CNNはこれらの領域を元に物体の位置とクラスを特定する。RPN内では、特徴マップに対しn×n畳み込みを適用し、結果をreg layer（座標予測）とcls layer（物体か背景かの分類）へ入力。ここで、各位置に設定されたk個のアンカーボックスを通じて、4k個の座標値と2k個のクラス分類値が出力される。アンカーボックスは異なる（　あ　）を持ち、交差する正解ボックスとの重なり（　い　）によりラベル付けされる。RPNの損失関数は、分類損失と回帰損失の合計であり、アンカーボックスの数は特徴マップのサイズ（H,W,C）に依存し、（　う　）となるが、はみ出すアンカーボックスは考慮しない。

　RPNを訓練する際に用いる損失関数は、分類損失と回帰損失を組み合わせた以下の式の形で与えられる。ここで、iはミニバッチ内でのアンカーボックスのインデックス、 piはアンカーボックスiが物体である確率、ti は予測された座標ベクトル、＊ は正解ラベルを意味する符号である。損失関数内の係数（　え　）は、正例のアンカーボックスの場合にのみ、回帰損失が加味されるようにするためのものである。

（　え　）に当てはまる選択肢について、以下のうち最も適切なものを１つ選べ。",images/B-1/rpn_loss_formula_choices.png,A,省略,B,省略,C,省略,D,省略,,,,,,,,,2,係数（え）には p_i*(アンカーiの正解ラベル)が入ります。p_i* は正例のアンカーで1、負例(背景)で0を取るため、回帰損失 L_reg に p_i* を掛けることで、正例のアンカーの場合にのみ回帰損失が加算されるようになります。予測確率 p_i や座標 t_i ではこの「正例のみ有効化」の役割を果たせません。したがってBが正解です。
26,修了試験B-1,次のうち、RoI Alignを採用しているモデルとして適当なものを1つ選べ。,,R-CNN,不正解。R-CNNは候補領域ごとに画像を切り出してCNNに入力する方式であり、RoI AlignもRoIプーリングも用いない。,Mask R-CNN,正解。Mask R-CNNは、RoIプーリングの量子化(切り捨て)による位置ズレがマスク精度に悪影響を与えるため、双線形補間を用いるRoI Alignを導入した。,Faster R-CNN,不正解。Faster R-CNNで用いられるのはRoIプーリングであり、RoI Alignではない。,Fast R-CNN,不正解。Fast R-CNNで用いられるのはRoIプーリングである。,,,,,,,,,2,RoI Alignは、Mask R-CNNで導入された特徴抽出の仕組みです。RoIプーリングでは候補領域座標を特徴マップ上に割り当てる際に小数点以下を切り捨てる量子化が発生し、ピクセル単位の精度が求められるセグメンテーションでは位置ズレが問題になります。RoI Alignは双線形補間により切り捨てを回避し、正確な位置の特徴を抽出します。
27,修了試験B-1,"　セグメンテーションモデルは、全体の情報を統合した特徴量を作りながら、もととなったピクセルの詳細な位置情報を失わないでいるか、という矛盾する要件をいかに満たすかという点で工夫が行われる。

　その中で、エンコーダ側で最大値プーリングで採用された値の位置を記録し、デコーダ側でアップサンプリングする際にその位置を利用する手法を採用したモデルとして、 SegNetが挙げられる。また、エンコーダで作成した特徴マップをデコーダに伝達し、前層から作成した特徴マップとチャンネル方向に連結することで高い精度を獲得した U-Netがある。また、従来の物体検出モデルである Faster R-CNN にセグメンテーションのブランチを追加することで、セグメンテーションを可能とした（　あ　）というモデルもある。特に（　あ　）は、（　い　）の寄与により物体検出の精度を向上することに成功している。

（　あ　）に当てはまる選択肢について、以下のうち最も適切なものを１つ選べ。",,Mask R-CNN,正解。Faster R-CNNにセグメンテーションのブランチを追加してセグメンテーションを可能にしたモデルはMask R-CNNである。,SegNet,不正解。SegNetは最大値プーリングの位置(インデックス)を記録してデコーダで利用するモデルであり、本文で既に説明されている。,U-Net,不正解。U-Netはエンコーダの特徴マップをデコーダにチャンネル方向で連結するモデルであり、本文で既に説明されている。,FCN,不正解。FCNは全結合層を畳み込み層に置き換えたセグメンテーションモデルであり、Faster R-CNNをベースとしたモデルではない。,,,,,,,,,1,Faster R-CNNに対してセグメンテーション用のブランチ(マスク予測分岐)を追加し、物体検出とインスタンスセグメンテーションを同時に行えるようにしたモデルがMask R-CNNです。本文ではSegNet(プーリング位置の記録)とU-Net(特徴マップのチャンネル方向連結)が既に挙げられているため、消去法でも特定できます。
28,修了試験B-1,"　セグメンテーションモデルは、全体の情報を統合した特徴量を作りながら、もととなったピクセルの詳細な位置情報を失わないでいるか、という矛盾する要件をいかに満たすかという点で工夫が行われる。

　その中で、エンコーダ側で最大値プーリングで採用された値の位置を記録し、デコーダ側でアップサンプリングする際にその位置を利用する手法を採用したモデルとして、 SegNetが挙げられる。また、エンコーダで作成した特徴マップをデコーダに伝達し、前層から作成した特徴マップとチャンネル方向に連結することで高い精度を獲得した U-Netがある。また、従来の物体検出モデルである Faster R-CNN にセグメンテーションのブランチを追加することで、セグメンテーションを可能とした（　あ　）というモデルもある。特に（　あ　）は、（　い　）の寄与により物体検出の精度を向上することに成功している。

（　い　）に当てはまる選択肢について、以下のうち最も適切なものを１つ選べ。",,自己教師あり学習,不正解。自己教師あり学習はラベルなしデータから疑似タスクで表現を学習する枠組みであり、Mask R-CNNの精度向上の要因として本文が指すものではない。,事前学習,不正解。事前学習は別データでの先行学習を指し、検出とセグメンテーションを同時に学習する仕組みの説明ではない。,マルチタスク学習,正解。Mask R-CNNは物体検出とセグメンテーションを同時に学習するマルチタスク学習であり、タスク間の相乗効果により物体検出の精度も向上した。,転移学習,不正解。転移学習は学習済みモデルを別タスクに流用する枠組みであり、本文の文脈には当てはまらない。,,,,,,,,,3,Mask R-CNNは、クラス分類・バウンディングボックス回帰・マスク予測という複数のタスクを1つのネットワークで同時に学習するマルチタスク学習の構成をとっています。セグメンテーションのタスクを加えて学習することで特徴表現が豊かになり、物体検出そのものの精度も向上することが報告されています。
29,修了試験B-1,"　Mask R-CNNはFaster R-CNNをベースにセグメンテーションのブランチを追加し、物体検出結果として得られた領域についてのみセグメンテーションする。セルの境界をセル単位で設けるのではなく、すべてのターゲットセルを同じサイズにし、候補領域座標のフィーチャマップ値の小数点以下の数値の切り捨てを回避することで、領域のズレを軽減する、（　あ　）を導入している。Mask R-CNNはFaster R-CNNのネットワークをベースにしているが、（　い　）というネットワークを加えることで、セグメンテーションタスクを実現している。

（　あ　）に当てはまる選択肢について、以下のうち最も適切なものを１つ選べ。",,IoU,不正解。IoUは領域の重なりを表す指標であり、座標の切り捨てを回避する仕組みではない。,ROI Align,正解。ROI Alignは、候補領域座標を特徴マップに対応付ける際の小数点以下の切り捨てを双線形補間で回避し、領域のズレを軽減する仕組みである。,Pooling Indices,不正解。Pooling Indices(プーリング位置の記録)はSegNetで用いられる仕組みである。,Transpose convolution,不正解。Transpose convolution(転置畳み込み)は特徴マップを拡大するアップサンプリングの手法である。,,,,,,,,,2,本文の「候補領域座標のフィーチャマップ値の小数点以下の数値の切り捨てを回避することで、領域のズレを軽減する」仕組みがROI Alignです。RoIプーリングで生じていた量子化誤差を双線形補間によるサンプリングで解消し、ピクセル単位の精度が必要なマスク予測を可能にしました。
30,修了試験B-1,"　Mask R-CNNはFaster R-CNNをベースにセグメンテーションのブランチを追加し、物体検出結果として得られた領域についてのみセグメンテーションする。セルの境界をセル単位で設けるのではなく、すべてのターゲットセルを同じサイズにし、候補領域座標のフィーチャマップ値の小数点以下の数値の切り捨てを回避することで、領域のズレを軽減する、（　あ　）を導入している。Mask R-CNNはFaster R-CNNのネットワークをベースにしているが、（　い　）というネットワークを加えることで、セグメンテーションタスクを実現している。

（　い　）に当てはまる選択肢について、以下のうち最も適切なものを１つ選べ。",,segmentation branch,不正解。Mask R-CNNで追加されるネットワークの名称としては、mask branch(マスクブランチ)が用いられる。,mask segmentation,不正解。mask segmentationはタスクを指す語であり、追加されるネットワークの名称ではない。,region proposal network,不正解。region proposal network(RPN)は候補領域を提案するネットワークであり、Faster R-CNNの段階で既に含まれている。,mask branch,正解。Mask R-CNNはFaster R-CNNにmask branch(マスクブランチ)を追加することで、候補領域ごとのセグメンテーションマスクの予測を実現している。,,,,,,,,,4,Mask R-CNNでは、Faster R-CNNの分類・回帰の出力に加えて、候補領域ごとにピクセル単位のマスクを予測する小さな全畳み込みネットワークが追加されます。これはmask branch(マスクブランチ)と呼ばれ、既存の検出処理と並行してセグメンテーションを行います。
31,修了試験B-1,"画像処理のタスクには、「物体検出」とよばれるタスクがある。画像分類タスクでは、画像全体に何が写っているのかを分類するが、物体検出タスクでは、画像の「どこ」に何が写っているかを分類する点が異なる。

　物体検出タスクでは、画像の上をバウンディングボックスと呼ばれる矩形領域で物体を囲むことで位置を示す。同一物体に対して複数のバウンディングボックスが検出されてしまうことがある。その際、利用する処理に （　あ　） がある。（　あ　）では、バウンディングボックス同士の IoU が設定値（　い　） の予測の中から信頼度が最も（　う　）もののみを採用する。このことで、実際に必要な数だけのバウンディングボックスに絞り込むことができる。

（　あ　）に当てはまる選択肢について、以下のうち最も適切なものを１つ選べ。",,NMS,正解。同一物体に対する重複したバウンディングボックスを絞り込む処理はNMS(Non-Maximum Suppression、非最大値抑制)である。,Dice,不正解。Dice(Dice係数)はセグメンテーションの評価などに使われる領域の類似度指標であり、重複ボックスの除去処理ではない。,SVM,不正解。SVMは分類器であり、バウンディングボックスの絞り込み処理ではない。,MRF,不正解。MRF(マルコフ確率場)は確率的グラフィカルモデルであり、重複ボックスの除去処理ではない。,,,,,,,,,1,NMS(Non-Maximum Suppression、非最大値抑制)は、同一物体に対して重複して検出された複数のバウンディングボックスの中から、信頼度が最大のものを残して他を抑制する後処理です。物体検出モデルのほぼすべてで用いられる標準的な処理です。
32,修了試験B-1,"画像処理のタスクには、「物体検出」とよばれるタスクがある。画像分類タスクでは、画像全体に何が写っているのかを分類するが、物体検出タスクでは、画像の「どこ」に何が写っているかを分類する点が異なる。

　物体検出タスクでは、画像の上をバウンディングボックスと呼ばれる矩形領域で物体を囲むことで位置を示す。同一物体に対して複数のバウンディングボックスが検出されてしまうことがある。その際、利用する処理に （　あ　） がある。（　あ　）では、バウンディングボックス同士の IoU が設定値（　い　） の予測の中から信頼度が最も（　う　）もののみを採用する。このことで、実際に必要な数だけのバウンディングボックスに絞り込むことができる。

（　い　）（　う　）に当てはまる組み合わせについて、以下のうち最も適切なものを１つ選べ。",,（い）以下　（う）高い,不正解。同一物体とみなすのはIoUが設定値「以上」で大きく重なっているボックス同士である。,（い）以上　（う）高い,正解。NMSでは、IoUが設定値以上で重なり合うボックス群を同一物体への検出とみなし、その中で信頼度が最も高いもののみを採用する。,（い）以上　（う）低い,不正解。（い）は正しいが、採用するのは信頼度が最も「高い」ボックスである。,（い）以下　（う）低い,不正解。（い）（う）ともに誤りである。IoUが設定値以上のボックス群から信頼度最大のものを残す。,,,,,,,,,2,NMSは、IoUが設定値以上で大きく重なり合っているバウンディングボックス群を同一物体に対する重複検出とみなし、その中から信頼度(スコア)が最も高いボックスのみを採用して残りを抑制します。「IoUが閾値以上→重複とみなす」「信頼度が最高→残す」という2つの条件をセットで押さえましょう。
33,修了試験B-1,"2015年にJoseph Redmon によって発表された論文（""You Only Look Once: Unified, Real-Time Object Detection""）の内容として、誤っているものを以下の選択肢から1つ選べ。",,NMS を用いて、同一物体に対して複数のバウンディングボックスが出現した場合にバウンディングボックスを1つにまとめている。,正解ではない(正しい記述)。YOLOでも同一物体への重複検出をNMSで1つにまとめる処理が行われている。,モデルの途中からサイズが異なる特徴量マップを別途出力層に対して渡す。,正解ではない(本問では正しい扱い)。なお、途中の複数スケールの特徴マップを出力層に渡す設計はSSDの特徴であり、2015年のYOLO(v1)には該当しないため、この選択肢にも疑義がある。,活性化関数は最終出力層のみ ReLU 、それ以外の層では Leaky ReLU が用いられている。,正解ではない(正しい記述として扱われている)。YOLOでは最終層以外にLeaky ReLUが用いられる。なお原論文では最終層は線形活性化と記載されている。,ベースとなるネットワークにVGG16を採用している。,正解。YOLOのベースネットワークはGoogLeNetに着想を得た独自のCNNであり、VGG16は採用していない。VGG16をベースとするのはSSDである。,,,,,,,,,4,YOLO(v1)のネットワークはGoogLeNetに着想を得た24層の畳み込みネットワークであり、VGG16は採用していません。VGG16をベースネットワークとするのはSSDです。したがって選択肢4が誤りです。なお、選択肢2の「途中からサイズが異なる特徴量マップを出力層に渡す」もSSDの特徴であり2015年のYOLO(v1)には当てはまらないため、本問は複数の選択肢に疑義があります。公式解答の確認を推奨します。
34,修了試験B-1,"　高速な物体検出モデルとしてシングルショット系とよばれる物体候補の推定と分類を同時に行うモデルが存在する。シングルショット系のモデルとしては、入力画像を複数の小領域に分割し、各小領域ごとにクラス分類とバウンディングボックスの位置や大きさなどの回帰を行う（　あ　）や、大きさの異なる複数の特徴マップを使ってクラス分類やバウンディングボックス回帰を行う（　い　）がある。

　（　あ　）は、グリッドあたりのバウンディングボックスの最大予測数をあらかじめハイパーパラメータとして設定しておく必要がある。最大予測数を大きくすると計算量が増えていくため、速度を維持することを考えると、（　う　）ような画像を不得意としている。（　あ　）の活性化関数は最終層が（　え　）で 、それ以外は （　お　） で構成されている。

（　あ　）に当てはまる選択肢について、以下のうち最も適切なものを１つ選べ。",,ResNet,不正解。ResNetは画像分類のモデルであり、物体検出のシングルショット系モデルではない。,SSD,不正解。SSDは大きさの異なる複数の特徴マップを使うモデルであり、（　い　）に該当する。,U-Net,不正解。U-Netはセグメンテーションのモデルであり、物体検出モデルではない。,YOLO,正解。入力画像をグリッド状の小領域に分割し、各小領域ごとにクラス分類とバウンディングボックス回帰を行うシングルショット系モデルはYOLOである。,,,,,,,,,4,YOLOは、入力画像をS×Sのグリッド(小領域)に分割し、各グリッドセルごとにクラス分類とバウンディングボックスの位置・大きさの回帰を同時に行うシングルショット系の物体検出モデルです。複数スケールの特徴マップを使うSSDとの対比で特徴を整理しておきましょう。
35,修了試験B-1,"　高速な物体検出モデルとしてシングルショット系とよばれる物体候補の推定と分類を同時に行うモデルが存在する。シングルショット系のモデルとしては、入力画像を複数の小領域に分割し、各小領域ごとにクラス分類とバウンディングボックスの位置や大きさなどの回帰を行う（　あ　）や、大きさの異なる複数の特徴マップを使ってクラス分類やバウンディングボックス回帰を行う（　い　）がある。

　（　あ　）は、グリッドあたりのバウンディングボックスの最大予測数をあらかじめハイパーパラメータとして設定しておく必要がある。最大予測数を大きくすると計算量が増えていくため、速度を維持することを考えると、（　う　）ような画像を不得意としている。（　あ　）の活性化関数は最終層が（　え　）で 、それ以外は （　お　） で構成されている。

（　い　）に当てはまる選択肢について、以下のうち最も適切なものを１つ選べ。",,SSD,正解。SSDは、ネットワークの途中から得られる大きさの異なる複数の特徴マップそれぞれでクラス分類とバウンディングボックス回帰を行うモデルである。,YOLO,不正解。YOLOはグリッド分割により検出を行うモデルであり、（　あ　）に該当する。,ResNet,不正解。ResNetは画像分類のモデルである。,U-Net,不正解。U-Netはセグメンテーションのモデルである。,,,,,,,,,1,SSDは、ベースネットワークの途中から取り出した解像度(大きさ)の異なる複数の特徴マップそれぞれに検出器を接続し、クラス分類とバウンディングボックス回帰を行います。浅い層の高解像度マップで小さい物体、深い層の低解像度マップで大きい物体を検出できるのが特徴です。
36,修了試験B-1,"　高速な物体検出モデルとしてシングルショット系とよばれる物体候補の推定と分類を同時に行うモデルが存在する。シングルショット系のモデルとしては、入力画像を複数の小領域に分割し、各小領域ごとにクラス分類とバウンディングボックスの位置や大きさなどの回帰を行う（　あ　）や、大きさの異なる複数の特徴マップを使ってクラス分類やバウンディングボックス回帰を行う（　い　）がある。

　（　あ　）は、グリッドあたりのバウンディングボックスの最大予測数をあらかじめハイパーパラメータとして設定しておく必要がある。最大予測数を大きくすると計算量が増えていくため、速度を維持することを考えると、（　う　）ような画像を不得意としている。（　あ　）の活性化関数は最終層が（　え　）で 、それ以外は （　お　） で構成されている。

（　う　）に当てはまる選択肢について、以下のうち最も適切なものを１つ選べ。",,同じクラスの物体が存在する,不正解。同じクラスの物体が存在すること自体は、グリッドごとの予測数の制約とは直接関係しない。,複数の物体が密集して存在している,正解。YOLOはグリッドあたりの予測数に上限があるため、1つのグリッドに複数の物体が密集している画像(小さい物体の群れなど)を不得意とする。,物体同士が離れて存在する,不正解。物体同士が離れていれば各物体が別々のグリッドに割り当てられるため、むしろ検出しやすい。,大きさが異なる物体同士が存在している,不正解。大きさの違いはグリッドあたりの最大予測数の制約とは直接関係しない。,,,,,,,,,2,YOLOはグリッドセルごとに予測できるバウンディングボックス数の上限をハイパーパラメータとして固定しているため、1つのセルに複数の物体が密集して写っている画像(鳥の群れのような小さい物体の集まりなど)では検出しきれない物体が生じます。これはYOLO(v1)の代表的な弱点として頻出です。
37,修了試験B-1,"　高速な物体検出モデルとしてシングルショット系とよばれる物体候補の推定と分類を同時に行うモデルが存在する。シングルショット系のモデルとしては、入力画像を複数の小領域に分割し、各小領域ごとにクラス分類とバウンディングボックスの位置や大きさなどの回帰を行う（　あ　）や、大きさの異なる複数の特徴マップを使ってクラス分類やバウンディングボックス回帰を行う（　い　）がある。

　（　あ　）は、グリッドあたりのバウンディングボックスの最大予測数をあらかじめハイパーパラメータとして設定しておく必要がある。最大予測数を大きくすると計算量が増えていくため、速度を維持することを考えると、（　う　）ような画像を不得意としている。（　あ　）の活性化関数は最終層が（　え　）で 、それ以外は （　お　） で構成されている。

（　え　）に当てはまる選択肢について、以下のうち最も適切なものを１つ選べ。",,Tanh,不正解。Tanhは最終層の活性化関数として用いられていない。,Leaky ReLU,不正解。Leaky ReLUは最終層以外の層で用いられる活性化関数であり、（　お　）に該当する。,Sigmoid,不正解。Sigmoidは用いられていない。,ReLU,正解。本文の構成では、YOLOの活性化関数は最終層がReLU(線形活性化)で、それ以外の層がLeaky ReLUとされている。,,,,,,,,,4,YOLOのネットワークでは、最終層とそれ以外の層で活性化関数が使い分けられており、本問では最終層がReLU、それ以外がLeaky ReLUという組み合わせで出題されています。なお、原論文では最終層は線形(恒等)活性化関数と記述されている点も知識として押さえておくと安全です。
38,修了試験B-1,"　高速な物体検出モデルとしてシングルショット系とよばれる物体候補の推定と分類を同時に行うモデルが存在する。シングルショット系のモデルとしては、入力画像を複数の小領域に分割し、各小領域ごとにクラス分類とバウンディングボックスの位置や大きさなどの回帰を行う（　あ　）や、大きさの異なる複数の特徴マップを使ってクラス分類やバウンディングボックス回帰を行う（　い　）がある。

　（　あ　）は、グリッドあたりのバウンディングボックスの最大予測数をあらかじめハイパーパラメータとして設定しておく必要がある。最大予測数を大きくすると計算量が増えていくため、速度を維持することを考えると、（　う　）ような画像を不得意としている。（　あ　）の活性化関数は最終層が（　え　）で 、それ以外は （　お　） で構成されている。

（　お　）に当てはまる選択肢について、以下のうち最も適切なものを１つ選べ。",,Leaky ReLU,正解。YOLOでは最終層以外のすべての層でLeaky ReLUが用いられている。,ReLU,不正解。ReLUは最終層側に当てはまる語であり、（　え　）に該当する。,Sigmoid,不正解。Sigmoidは用いられていない。,Tanh,不正解。Tanhは用いられていない。,,,,,,,,,1,YOLOのネットワークでは、最終層以外のすべての層の活性化関数にLeaky ReLUが用いられています。Leaky ReLUは負の入力に対してもわずかな勾配(YOLO原論文では0.1x)を流すことで、勾配消失やdying ReLU問題を緩和します。
39,修了試験B-1,"物体検出タスクは、リアルタイムで検出できるかどうかで実用性の観点からみると、大きな差がある。高速に処理するために、物体領域候補の推定と分類を同時に行うシングルショット系のモデルが開発されている。

シングルショット系物体検出モデルの中で、（　あ　）は様々なアスペクト比の特徴マップを用いる点に特徴がある。（　あ　）は、バウンディングボックスを直接予測するのではなく、あらかじめ用意しておいたデフォルトボックスと呼ばれるボックスを変形させるパラメータを学習することで物体検出を行う。

　（　あ　）では学習のための工夫も行われている。典型的な画像の多くは背景によって占められており、そのため、提案されたバウンディングボックスのほとんどが背景ボックス（ネガティブ）となる。そのまま損失を与えると学習が安定しないため、背景のバウンディングボックスを損失に与える量を制限する手法が存在する。特に（　あ　）でも採用された、物体に対するバウンディングボックスと背景に対するバウンディングボックスの比率を最大でも３：１にして、信頼度が降順になるようにソートして利用するボックスを上からピックアップしていく手法を（　い　）と呼ぶ。

（　あ　）に当てはまる選択肢について、以下のうち最も適切なものを１つ選べ。",,Fast R-CNN,不正解。Fast R-CNNはシングルショット系ではなく、候補領域の推定と分類を段階的に行う二段階系のモデルである。,Faster R-CNN,不正解。Faster R-CNNも二段階系のモデルであり、デフォルトボックスの変形パラメータを学習する方式ではない。,SSD,正解。デフォルトボックスを変形させるパラメータを学習し、ハードネガティブマイニングを採用したシングルショット系モデルはSSDである。,YOLO,不正解。YOLOはバウンディングボックスを直接予測する方式であり、デフォルトボックスは用いない。,,,,,,,,,3,あらかじめ用意したデフォルトボックスを基準に、その変形パラメータ(オフセット)を学習して物体検出を行うシングルショット系モデルはSSDです。バウンディングボックスの座標を直接予測するYOLO(v1)との方式の違い、および背景ボックスの扱い(ハードネガティブマイニング)がSSDの特徴として問われています。
40,修了試験B-1,"物体検出タスクは、リアルタイムで検出できるかどうかで実用性の観点からみると、大きな差がある。高速に処理するために、物体領域候補の推定と分類を同時に行うシングルショット系のモデルが開発されている。

シングルショット系物体検出モデルの中で、（　あ　）は様々なアスペクト比の特徴マップを用いる点に特徴がある。（　あ　）は、バウンディングボックスを直接予測するのではなく、あらかじめ用意しておいたデフォルトボックスと呼ばれるボックスを変形させるパラメータを学習することで物体検出を行う。

　（　あ　）では学習のための工夫も行われている。典型的な画像の多くは背景によって占められており、そのため、提案されたバウンディングボックスのほとんどが背景ボックス（ネガティブ）となる。そのまま損失を与えると学習が安定しないため、背景のバウンディングボックスを損失に与える量を制限する手法が存在する。特に（　あ　）でも採用された、物体に対するバウンディングボックスと背景に対するバウンディングボックスの比率を最大でも３：１にして、信頼度が降順になるようにソートして利用するボックスを上からピックアップしていく手法を（　い　）と呼ぶ。

（　い　）に当てはまる選択肢について、以下のうち最も適切なものを１つ選べ。",,ハードネガティブマイニング,正解。信頼度の高い順にソートした背景ボックスから上位のみを選び、正例と負例の比率を最大1:3に制限する手法はハードネガティブマイニングである。,アップサンプリング,不正解。アップサンプリングは特徴マップや画像の解像度を上げる処理であり、負例の制限手法ではない。,スライディングウィンドウ,不正解。スライディングウィンドウは画像上を窓をずらしながら探索する古典的な検出手法である。,マルチボックスマッチング,不正解。マルチボックスマッチングという名称は、本文の負例制限手法を指す用語ではない。,,,,,,,,,1,ハードネガティブマイニングは、大量に発生する背景(ネガティブ)ボックスをすべて損失に使うのではなく、信頼度(損失)が高い順にソートして上位の「難しい負例」だけを選び、正例との比率が最大でも1:3になるよう制限する手法です。これにより正例と負例の不均衡が緩和され、学習が安定します。
41,修了試験B-1,SSDの特徴として、誤っているものを以下の選択肢から1つ選べ。,,ハードネガティブマイニングによって、物体ラベルが存在するバウンディングボックスと存在しないバウンディングボックスの比率を調整している。,正解ではない(正しい記述)。SSDはハードネガティブマイニングにより正例と負例のボックス比率を調整している。,YOLOとは異なり、ベースとなるネットワークにVGGを採用していない。,正解。SSDのベースネットワークはVGG16であり、「VGGを採用していない」という記述は誤りである。,モデルの浅い層では小さい物体を、大きい層では大きい物体を検出している。,正解ではない(正しい記述)。SSDは解像度の高い浅い層で小さい物体を、解像度の低い深い層で大きい物体を検出する。,複数の CNN から出力される特徴マップを利用することで YOLO に比べて高い検出率を達成している。,正解ではない(正しい記述)。SSDは複数の層から出力される特徴マップを利用することで、単一の特徴マップを使うYOLO(v1)より高い検出性能を達成した。,,,,,,,,,2,SSDはVGG16をベースネットワークとして採用しています。したがって「VGGを採用していない」とする選択肢2が誤りです。ハードネガティブマイニングによる正例・負例比率の調整、複数スケールの特徴マップの利用、浅い層で小物体・深い層で大物体を検出する設計は、いずれもSSDの正しい特徴です。
42,修了試験B-1,物体検出においてアンカーボックスを用いないアンカーフリー手法について誤っている選択肢を以下のうち1つ選べ。,,特徴量毎にアスペクト比を設定するなどの調整は不要になった。,正解ではない(正しい記述)。アンカーフリー手法ではアンカーのスケールやアスペクト比といった事前設定が不要になる。,特徴量マップ上の各点において1回計算すればよいため、学習速度の上昇が見込める。,正解ではない(正しい記述)。特徴量マップ上の各点で1回の計算で済むため、アンカーごとの計算が不要になり学習速度の向上が見込める。,アンカーボックスを用いた手法に比べて精度が向上した反面、事前設定する必要があるハイパーパラメータ数が増加した。,正解。アンカーフリー手法はアンカー関連のハイパーパラメータが不要になるため、事前設定するハイパーパラメータ数はむしろ減少する。「増加した」は誤りである。,ポジティブサンプルとネガティブサンプル数を表記の段階から改善することで、よりよい再現率を得ることが可能となっている。,正解ではない(正しい記述)。FCOSでは正解ボックス内の点を広くポジティブサンプルにできるため、ポジティブサンプル数が増え再現率の改善につながる。,,,,,,,,,3,アンカーフリー手法の利点は、アンカーボックスのスケール・アスペクト比・数といったハイパーパラメータの事前設定と調整が不要になることです。したがって「ハイパーパラメータ数が増加した」とする選択肢3が誤りです。各点1回の計算による学習速度の向上や、ポジティブサンプルの取り方の改善による再現率向上も、アンカーフリー手法(FCOSなど)の利点として挙げられます。
43,修了試験B-1,FCOSの独自の要素であるセンターネスについて、以下のうち誤っている選択肢を1つ選べ。,,前処理の段階で計算が行われるため、損失関数には含まれない。,正解。センターネスは前処理ではなくネットワークが予測する値であり、BCELossとして損失関数に含まれ学習される。「損失関数には含まれない」は誤りである。,低品質のバウンディングボックスを抑えるための項目である。,正解ではない(正しい記述)。センターネスは物体の中心から遠い点による低品質なバウンディングボックスの予測を抑制するための項目である。,特徴量マップ上の点とground truth boxの中心距離を数値化したものである。,正解ではない(正しい記述)。センターネスは特徴量マップ上の点がground truth boxの中心からどれだけ離れているかを0〜1で数値化したものである。,学習の際にはLoss_centerの数値をBCELossで計算し、分類の損失とバウンディングボックスの損失を総合して逆伝播する。,正解ではない(正しい記述)。センターネスの損失はBCELossで計算され、分類損失・回帰損失と合算して逆伝播される。,,,,,,,,,1,センターネスはFCOSのネットワークが各点で予測する値であり、学習時にはBCELoss(二値交差エントロピー)として損失関数に組み込まれ、分類損失・バウンディングボックス回帰損失とともに逆伝播されます。「前処理の段階で計算され損失関数に含まれない」とする選択肢1が誤りです。推論時にはセンターネスを分類スコアに掛けることで、中心から外れた低品質なボックスがNMSで除去されやすくなります。
44,修了試験B-1,"　セグメンテーションモデルであるFCNの成功に触発され、 2019年に豪アデレード大学が発表した物体検出モデルとして、FCOSがある。物体検出もピクセル単位で行うことができないかという主眼から開発された。アンカーフリー（アンカーボックスを使わない）の検出モデルとして特徴がある。

FCOSの特徴について正しい記述を選べ。",,特徴マップから物体領域候補を推定するRPNを利用している。,不正解。FCOSはアンカーフリーの一段階モデルであり、RPNによる候補領域の推定は行わない。,センターネスという項目を追加することで、低品質なバウンディングボックスを抑えるための工夫が行われている。,正解。FCOSはセンターネスという予測項目を追加し、物体の中心から離れた点による低品質なバウンディングボックスを抑制する工夫を行っている。,画像全体を入力して得た特徴量マップのみで、推論することで高速化に成功した。,不正解。FCOSの独自の特徴として本問で問われているのはセンターネスであり、この選択肢はFCOS固有の特徴の説明として適切ではない。,最初に入力画像をグリッド上に分割し、分割された1つの領域単位で予測を行う。,不正解。グリッド分割して領域単位で予測するのはYOLOの方式であり、FCOSは特徴マップ上の各点(ピクセル単位)で予測を行う。,,,,,,,,,2,FCOSの独自要素はセンターネスです。特徴マップ上の各点が正解ボックスの中心からどれだけ離れているかを予測し、推論時に分類スコアへ掛け合わせることで、中心から外れた点が生成する低品質なバウンディングボックスを抑制します。RPNを使わないアンカーフリーの一段階モデルであること、グリッド単位ではなくピクセル単位で予測することも併せて整理しておきましょう。
